method,user_id,interests,preferred_sources,train_history_size,test_ground_truth_size,CategoryDiversity,SourceDiversity,EmbeddingDiversity,Novelty,Precision@5,Recall@5,HitRate@5,NDCG@5,MAP@5,MRR@5,Precision@10,Recall@10,HitRate@10,NDCG@10,MAP@10,MRR@10,Precision@20,Recall@20,HitRate@20,NDCG@20,MAP@20,MRR@20,CatalogCoverage
Latest,fake_user_0091,"Du lịch, Pháp luật","thanhnien, kenh14",24,10,0.05,0.05,0.6262655854225159,3.5746826108512595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009032743695897629
Latest,fake_user_0092,"Giáo dục, Thời sự","vietnamnet, kenh14",25,10,0.05,0.05,0.6350917518138885,3.5746826108512595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009032743695897629
Latest,fake_user_0093,"Công nghệ, Văn hóa","thanhnien, vietnamnet",20,10,0.05,0.05,0.6350917518138885,3.5746826108512595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009032743695897629
Latest,fake_user_0094,"Giải trí, Du lịch",baomoi,19,10,0.05,0.05,0.6350917518138885,3.5746826108512595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009032743695897629
Latest,fake_user_0095,Giáo dục,baomoi,23,10,0.05,0.05,0.6350917518138885,3.5746826108512595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009032743695897629
Latest,fake_user_0096,"Khác, Giáo dục","vietnamnet, thanhnien",24,10,0.05,0.05,0.6350917518138885,3.5746826108512595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009032743695897629
Latest,fake_user_0097,"Thể thao, Kinh tế","baomoi, vietnamnet",16,10,0.05,0.05,0.6350917518138885,3.5746826108512595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009032743695897629
Latest,fake_user_0098,"Khác, Sức khỏe",baomoi,18,10,0.05,0.05,0.6350917518138885,3.5746826108512595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009032743695897629
Latest,fake_user_0099,Khác,thanhnien,8,10,0.05,0.05,0.6350917518138885,3.5746826108512595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009032743695897629
Latest,fake_user_0100,"Sức khỏe, Kinh tế",kenh14,16,10,0.05,0.05,0.6350917518138885,3.5746826108512595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009032743695897629
Latest,fake_user_0101,"Văn hóa, Giải trí",thanhnien,23,10,0.05,0.05,0.6350917518138885,3.5746826108512595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009032743695897629
Latest,fake_user_0102,Giải trí,vietnamnet,15,10,0.05,0.05,0.6350917518138885,3.5746826108512595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009032743695897629
Latest,fake_user_0103,"Pháp luật, Công nghệ",baomoi,15,10,0.05,0.05,0.6344899535179138,3.5746826108512595,0.2,0.1,1.0,0.2116749319199895,0.1,0.5,0.1,0.1,1.0,0.1419566130717724,0.05,0.5,0.1,0.2,1.0,0.19671706205591427,0.06666666666666667,0.5,0.009032743695897629
Latest,fake_user_0104,Kinh tế,"baomoi, vietnamnet",16,10,0.05,0.05,0.6350917518138885,3.5746826108512595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009032743695897629
Latest,fake_user_0105,"Thế giới, Pháp luật","baomoi, vietnamnet",9,10,0.05,0.05,0.6350917518138885,3.5746826108512595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.1,1.0,0.04760391458577969,0.005,0.05,0.009032743695897629
Latest,fake_user_0106,Pháp luật,"baomoi, thanhnien",15,10,0.05,0.05,0.6350917518138885,3.5746826108512595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,1.0,0.10956985629193244,0.016408668730650156,0.058823529411764705,0.009032743695897629
Latest,fake_user_0107,"Công nghệ, Văn hóa","thanhnien, vietnamnet",20,10,0.05,0.05,0.6350917518138885,3.5746826108512595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009032743695897629
Latest,fake_user_0108,"Giải trí, Thế giới","kenh14, thanhnien",13,10,0.05,0.05,0.6350917518138885,3.5746826108512595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009032743695897629
Latest,fake_user_0109,"Thể thao, Đời sống, Khác",vietnamnet,18,10,0.05,0.05,0.6350917518138885,3.5746826108512595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009032743695897629
Latest,fake_user_0110,Du lịch,"kenh14, thanhnien",19,10,0.05,0.05,0.6350917518138885,3.5746826108512595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009032743695897629
Latest,fake_user_0111,"Văn hóa, Giáo dục",vietnamnet,8,10,0.05,0.05,0.6350917518138885,3.5746826108512595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009032743695897629
Latest,fake_user_0112,"Thể thao, Giải trí","baomoi, vietnamnet",19,10,0.05,0.05,0.6350917518138885,3.5746826108512595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009032743695897629
Latest,fake_user_0113,Khác,"kenh14, vietnamnet",12,10,0.05,0.05,0.6350917518138885,3.5746826108512595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009032743695897629
Latest,fake_user_0114,"Sức khỏe, Công nghệ","kenh14, baomoi",14,10,0.05,0.05,0.6350917518138885,3.5746826108512595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009032743695897629
Latest,fake_user_0115,Pháp luật,vietnamnet,23,10,0.05,0.05,0.6221132278442383,3.5746826108512595,0.2,0.1,1.0,0.16989028780495502,0.06666666666666667,0.3333333333333333,0.1,0.1,1.0,0.11401873378518697,0.03333333333333333,0.3333333333333333,0.05,0.1,1.0,0.11401873378518697,0.03333333333333333,0.3333333333333333,0.009032743695897629
Latest,fake_user_0116,"Giáo dục, Thế giới","kenh14, vietnamnet",13,10,0.05,0.05,0.6350917518138885,3.5746826108512595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009032743695897629
Latest,fake_user_0117,"Công nghệ, Giáo dục","vietnamnet, thanhnien",10,10,0.05,0.05,0.6350917518138885,3.5746826108512595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009032743695897629
Latest,fake_user_0118,Đời sống,thanhnien,15,10,0.05,0.05,0.6350917518138885,3.5746826108512595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009032743695897629
Latest,fake_user_0119,"Thể thao, Công nghệ","baomoi, kenh14",23,10,0.05,0.05,0.6350917518138885,3.5746826108512595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009032743695897629
Latest,fake_user_0120,"Văn hóa, Thể thao",thanhnien,14,10,0.05,0.05,0.6350917518138885,3.5746826108512595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009032743695897629
Latest,fake_user_0121,Thế giới,"thanhnien, vietnamnet",18,10,0.05,0.05,0.6350917518138885,3.5746826108512595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009032743695897629
Latest,fake_user_0122,"Kinh tế, Thời sự","kenh14, thanhnien",18,10,0.05,0.05,0.6350917518138885,3.5746826108512595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009032743695897629
Latest,fake_user_0123,Thời sự,"kenh14, baomoi",12,10,0.05,0.05,0.6339800655841827,3.5746826108512595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009032743695897629
Latest,fake_user_0124,"Giáo dục, Kinh tế",thanhnien,12,10,0.05,0.05,0.6350917518138885,3.5746826108512595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009032743695897629
Latest,fake_user_0125,"Thể thao, Kinh tế, Khác",kenh14,24,10,0.05,0.05,0.6350917518138885,3.5746826108512595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009032743695897629
Latest,fake_user_0126,"Khác, Thế giới, Pháp luật","kenh14, thanhnien",10,10,0.05,0.05,0.6350917518138885,3.5746826108512595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.1,1.0,0.054674107576409045,0.006666666666666666,0.06666666666666667,0.009032743695897629
Latest,fake_user_0127,"Thể thao, Giải trí",baomoi,20,10,0.05,0.05,0.6350917518138885,3.5746826108512595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009032743695897629
Latest,fake_user_0128,Sức khỏe,vietnamnet,18,10,0.05,0.05,0.6350917518138885,3.5746826108512595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009032743695897629
Latest,fake_user_0129,Khác,baomoi,12,10,0.05,0.05,0.6350917518138885,3.5746826108512595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009032743695897629
Latest,fake_user_0130,"Giáo dục, Công nghệ","vietnamnet, baomoi",21,10,0.05,0.05,0.6350917518138885,3.5746826108512595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009032743695897629
Latest,fake_user_0131,"Công nghệ, Giáo dục",thanhnien,23,10,0.05,0.05,0.6350917518138885,3.5746826108512595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009032743695897629
Latest,fake_user_0132,"Sức khỏe, Khác, Pháp luật",thanhnien,13,10,0.05,0.05,0.6350917518138885,3.5746826108512595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009032743695897629
Latest,fake_user_0133,"Văn hóa, Kinh tế",thanhnien,19,10,0.05,0.05,0.6350917518138885,3.5746826108512595,0.2,0.1,1.0,0.32177593316927733,0.2,1.0,0.1,0.1,1.0,0.214640316018971,0.1,1.0,0.05,0.1,1.0,0.214640316018971,0.1,1.0,0.009032743695897629
Latest,fake_user_0134,"Công nghệ, Giải trí, Thể thao","baomoi, thanhnien",13,10,0.05,0.05,0.6350917518138885,3.5746826108512595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009032743695897629
Latest,fake_user_0135,"Thể thao, Thế giới","kenh14, baomoi",17,10,0.05,0.05,0.6350917518138885,3.5746826108512595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009032743695897629
Latest,fake_user_0136,"Công nghệ, Đời sống","baomoi, kenh14",8,10,0.05,0.05,0.6350917518138885,3.5746826108512595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009032743695897629
Latest,fake_user_0137,"Giải trí, Thời sự, Sức khỏe","baomoi, kenh14",20,10,0.05,0.05,0.623632162809372,3.5746826108512595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009032743695897629
Latest,fake_user_0138,"Thể thao, Văn hóa","kenh14, baomoi",9,10,0.05,0.05,0.6350917518138885,3.5746826108512595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009032743695897629
Latest,fake_user_0139,"Đời sống, Du lịch",thanhnien,18,10,0.05,0.05,0.6350917518138885,3.5746826108512595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009032743695897629
Latest,fake_user_0140,"Thể thao, Sức khỏe","baomoi, thanhnien",15,10,0.05,0.05,0.6350917518138885,3.5746826108512595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009032743695897629
Latest,fake_user_0141,"Đời sống, Kinh tế","baomoi, vietnamnet",11,10,0.05,0.05,0.6350917518138885,3.5746826108512595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009032743695897629
Latest,fake_user_0142,"Pháp luật, Thời sự",vietnamnet,12,10,0.05,0.05,0.6350917518138885,3.5746826108512595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009032743695897629
Latest,fake_user_0143,"Sức khỏe, Giáo dục",thanhnien,10,10,0.05,0.05,0.6350917518138885,3.5746826108512595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009032743695897629
Latest,fake_user_0144,Thể thao,"kenh14, baomoi",18,10,0.05,0.05,0.6350917518138885,3.5746826108512595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009032743695897629
Latest,fake_user_0145,"Du lịch, Khác, Văn hóa","baomoi, vietnamnet",10,10,0.05,0.05,0.6350917518138885,3.5746826108512595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009032743695897629
Latest,fake_user_0146,Kinh tế,"baomoi, vietnamnet",18,10,0.05,0.05,0.6350917518138885,3.5746826108512595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009032743695897629
Latest,fake_user_0147,"Công nghệ, Thể thao","kenh14, thanhnien",16,10,0.05,0.05,0.6350917518138885,3.5746826108512595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009032743695897629
Latest,fake_user_0148,Giáo dục,kenh14,10,10,0.05,0.05,0.6350917518138885,3.5746826108512595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009032743695897629
Latest,fake_user_0149,"Thế giới, Công nghệ, Văn hóa",vietnamnet,11,10,0.05,0.05,0.6350917518138885,3.5746826108512595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.1,1.0,0.05376467571393644,0.00625,0.0625,0.009032743695897629
Latest,fake_user_0150,"Đời sống, Thế giới","baomoi, thanhnien",9,10,0.05,0.05,0.6350917518138885,3.5746826108512595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009032743695897629
Latest,fake_user_0151,"Giải trí, Sức khỏe, Giáo dục",kenh14,21,10,0.05,0.05,0.6350917518138885,3.5746826108512595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009032743695897629
Latest,fake_user_0152,"Đời sống, Thế giới","kenh14, thanhnien",21,10,0.05,0.05,0.6350917518138885,3.5746826108512595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009032743695897629
Latest,fake_user_0153,Giải trí,"thanhnien, kenh14",20,10,0.05,0.05,0.6350917518138885,3.5746826108512595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009032743695897629
Latest,fake_user_0154,"Công nghệ, Pháp luật","thanhnien, kenh14",20,10,0.05,0.05,0.6315887570381165,3.5746826108512595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,1.0,0.10655008166150272,0.017361111111111112,0.0625,0.009032743695897629
Latest,fake_user_0155,Thế giới,"baomoi, thanhnien",23,10,0.05,0.05,0.6350917518138885,3.5746826108512595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009032743695897629
Latest,fake_user_0156,"Thời sự, Công nghệ",kenh14,15,10,0.05,0.05,0.6350917518138885,3.5746826108512595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009032743695897629
Latest,fake_user_0157,Kinh tế,"vietnamnet, thanhnien",10,10,0.05,0.05,0.6350917518138885,3.5746826108512595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009032743695897629
Latest,fake_user_0158,"Sức khỏe, Kinh tế","kenh14, thanhnien",9,10,0.05,0.05,0.6350917518138885,3.5746826108512595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009032743695897629
Latest,fake_user_0159,"Thế giới, Thời sự",thanhnien,18,10,0.05,0.05,0.6350917518138885,3.5746826108512595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009032743695897629
Latest,fake_user_0160,"Khác, Công nghệ",kenh14,11,10,0.05,0.05,0.6350917518138885,3.5746826108512595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009032743695897629
Latest,fake_user_0161,Giáo dục,vietnamnet,13,10,0.05,0.05,0.6350917518138885,3.5746826108512595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009032743695897629
Latest,fake_user_0162,Đời sống,vietnamnet,13,10,0.05,0.05,0.6350917518138885,3.5746826108512595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009032743695897629
Latest,fake_user_0163,"Văn hóa, Khác","thanhnien, baomoi",25,10,0.05,0.05,0.6350917518138885,3.5746826108512595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009032743695897629
Latest,fake_user_0164,"Pháp luật, Giải trí, Sức khỏe",kenh14,10,10,0.05,0.05,0.6350917518138885,3.5746826108512595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009032743695897629
Latest,fake_user_0165,Khác,"vietnamnet, thanhnien",23,10,0.05,0.05,0.6350917518138885,3.5746826108512595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009032743695897629
Latest,fake_user_0166,Du lịch,"vietnamnet, kenh14",21,10,0.05,0.05,0.6350917518138885,3.5746826108512595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009032743695897629
Latest,fake_user_0167,Giáo dục,"vietnamnet, kenh14",13,10,0.05,0.05,0.6350917518138885,3.5746826108512595,0.2,0.1,1.0,0.1008960391341644,0.04,0.2,0.1,0.1,1.0,0.0712991203450623,0.02,0.2,0.05,0.1,1.0,0.0712991203450623,0.02,0.2,0.009032743695897629
Latest,fake_user_0168,"Giáo dục, Thể thao",kenh14,21,10,0.05,0.05,0.6350917518138885,3.5746826108512595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009032743695897629
Latest,fake_user_0169,Khác,"vietnamnet, kenh14",11,10,0.05,0.05,0.6183573305606842,3.5746826108512595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009032743695897629
Latest,fake_user_0170,"Thời sự, Sức khỏe","vietnamnet, baomoi",14,10,0.05,0.05,0.6514833867549896,3.5746826108512595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009032743695897629
Latest,fake_user_0171,Giải trí,"vietnamnet, baomoi",25,10,0.05,0.05,0.6225100755691528,3.5746826108512595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009032743695897629
Latest,fake_user_0172,"Khác, Sức khỏe",vietnamnet,25,10,0.05,0.05,0.6350917518138885,3.5746826108512595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009032743695897629
Latest,fake_user_0173,Sức khỏe,baomoi,17,10,0.05,0.05,0.6350917518138885,3.5746826108512595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009032743695897629
Latest,fake_user_0174,"Thời sự, Giải trí","thanhnien, baomoi",11,10,0.05,0.05,0.6350917518138885,3.5746826108512595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009032743695897629
Latest,fake_user_0175,"Công nghệ, Pháp luật",thanhnien,25,10,0.05,0.05,0.6378859579563141,3.5746826108512595,0.4,0.2,1.0,0.5334655606655987,0.4,1.0,0.2,0.2,1.0,0.35629049603024165,0.2,1.0,0.15,0.3,1.0,0.4072294090048622,0.2176470588235294,1.0,0.009032743695897629
Latest,fake_user_0176,"Đời sống, Thế giới, Công nghệ","thanhnien, kenh14",12,10,0.05,0.05,0.6350917518138885,3.5746826108512595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009032743695897629
Latest,fake_user_0177,"Du lịch, Thể thao","baomoi, thanhnien",8,10,0.05,0.05,0.6350917518138885,3.5746826108512595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009032743695897629
Latest,fake_user_0178,Du lịch,kenh14,17,10,0.05,0.05,0.6400621831417084,3.5746826108512595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009032743695897629
Latest,fake_user_0179,"Đời sống, Kinh tế, Pháp luật",vietnamnet,23,10,0.05,0.05,0.6289623379707336,3.5746826108512595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009032743695897629
Latest,fake_user_0180,"Đời sống, Sức khỏe","kenh14, vietnamnet",8,10,0.05,0.05,0.6350917518138885,3.5746826108512595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009032743695897629
Latest,fake_user_0181,Sức khỏe,kenh14,17,10,0.05,0.05,0.6350917518138885,3.5746826108512595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009032743695897629
Latest,fake_user_0182,"Đời sống, Giải trí, Khác",kenh14,11,10,0.05,0.05,0.6350917518138885,3.5746826108512595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009032743695897629
Latest,fake_user_0183,"Sức khỏe, Pháp luật",thanhnien,20,10,0.05,0.05,0.648211270570755,3.5746826108512595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,1.0,0.1080681377286147,0.018218623481781375,0.07692307692307693,0.009032743695897629
Latest,fake_user_0184,Thể thao,"baomoi, kenh14",16,10,0.05,0.05,0.6350917518138885,3.5746826108512595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009032743695897629
